datesold,price
10/25/2007 0:00,645000
10/25/2007 0:00,770000
10/26/2007 0:00,1100000
11/02/2007 0:00,365000
11/02/2007 0:00,612500
11/05/2007 0:00,472500
11/05/2007 0:00,600000
11/07/2007 0:00,372500
11/08/2007 0:00,395000
11/08/2007 0:00,497000
11/08/2007 0:00,595000
11/12/2007 0:00,465000
11/12/2007 0:00,505000
11/16/2007 0:00,379000
11/16/2007 0:00,505000
11/17/2007 0:00,380000
11/17/2007 0:00,655000
11/17/2007 0:00,760000
11/17/2007 0:00,760500
11/20/2007 0:00,442500
11/22/2007 0:00,560000
11/23/2007 0:00,560000
11/24/2007 0:00,335000
11/24/2007 0:00,575000
11/27/2007 0:00,439000
11/29/2007 0:00,308000
11/29/2007 0:00,353000
11/30/2007 0:00,425000
11/30/2007 0:00,825000
12/01/2007 0:00,930000
12/03/2007 0:00,365000
12/03/2007 0:00,387000
12/04/2007 0:00,620000
12/05/2007 0:00,825000
12/06/2007 0:00,335000
12/07/2007 0:00,350000
12/08/2007 0:00,421000
12/08/2007 0:00,545000
12/12/2007 0:00,635000
12/13/2007 0:00,357500
12/13/2007 0:00,400000
12/13/2007 0:00,1105000
12/14/2007 0:00,259000
12/14/2007 0:00,437500
12/15/2007 0:00,530000
12/19/2007 0:00,630000
12/20/2007 0:00,615000
12/21/2007 0:00,332000
12/21/2007 0:00,490000
01/02/2008 0:00,309000
01/14/2008 0:00,413000
01/15/2008 0:00,445000
01/15/2008 0:00,600000
01/17/2008 0:00,417500
01/17/2008 0:00,462500
01/17/2008 0:00,485000
01/18/2008 0:00,580000
01/23/2008 0:00,380000
01/24/2008 0:00,560000
01/24/2008 0:00,575000
01/24/2008 0:00,1035000
01/30/2008 0:00,485000
02/01/2008 0:00,599000
02/04/2008 0:00,349000
02/07/2008 0:00,360000
02/07/2008 0:00,375000
02/07/2008 0:00,405000
02/08/2008 0:00,395000
02/09/2008 0:00,417000
02/09/2008 0:00,560000
02/09/2008 0:00,650000
02/11/2008 0:00,416000
02/12/2008 0:00,749000
02/15/2008 0:00,575000
02/15/2008 0:00,625000
02/16/2008 0:00,610000
02/19/2008 0:00,445000
02/21/2008 0:00,655000
02/23/2008 0:00,500000
02/23/2008 0:00,515000
02/23/2008 0:00,811000
02/27/2008 0:00,590000
02/27/2008 0:00,645000
02/27/2008 0:00,730000
02/29/2008 0:00,342000
02/29/2008 0:00,471000
02/29/2008 0:00,488000
03/13/2008 0:00,646000
03/14/2008 0:00,655000
03/15/2008 0:00,580000
03/19/2008 0:00,405000
03/20/2008 0:00,695000
04/09/2008 0:00,420000
04/09/2008 0:00,503000
04/10/2008 0:00,380000
04/11/2008 0:00,334000
04/11/2008 0:00,395000
04/11/2008 0:00,467500
04/14/2008 0:00,522500
04/14/2008 0:00,635000
04/14/2008 0:00,690000
04/14/2008 0:00,780000
04/15/2008 0:00,679000
04/18/2008 0:00,467000
04/21/2008 0:00,649000
04/22/2008 0:00,675000
04/23/2008 0:00,415000
04/23/2008 0:00,445000
04/24/2008 0:00,292500
04/24/2008 0:00,450000
04/29/2008 0:00,680000
04/29/2008 0:00,950000
04/30/2008 0:00,485000
05/01/2008 0:00,640000
05/02/2008 0:00,332000
05/02/2008 0:00,622500
05/02/2008 0:00,775000
05/05/2008 0:00,575000
05/05/2008 0:00,690000
05/09/2008 0:00,465000
05/12/2008 0:00,635000
05/13/2008 0:00,307000
05/14/2008 0:00,450000
05/16/2008 0:00,442000
05/16/2008 0:00,490000
05/17/2008 0:00,865000
05/19/2008 0:00,430000
05/23/2008 0:00,444000
05/27/2008 0:00,535000
05/28/2008 0:00,542000
05/30/2008 0:00,357000
06/02/2008 0:00,429000
06/02/2008 0:00,1180000
06/03/2008 0:00,375000
06/06/2008 0:00,526000
06/06/2008 0:00,760000
06/10/2008 0:00,447250
06/10/2008 0:00,492500
06/10/2008 0:00,727500
06/11/2008 0:00,360100
06/11/2008 0:00,750000
06/13/2008 0:00,365000
06/13/2008 0:00,670000
06/14/2008 0:00,419000
06/14/2008 0:00,515000
06/17/2008 0:00,340000
06/17/2008 0:00,600000
06/18/2008 0:00,362000
06/19/2008 0:00,765000
06/19/2008 0:00,770000
06/20/2008 0:00,469000
06/23/2008 0:00,367000
06/24/2008 0:00,465000
06/25/2008 0:00,375000
06/25/2008 0:00,505000
06/25/2008 0:00,605000
06/26/2008 0:00,325000
06/27/2008 0:00,421000
06/27/2008 0:00,550000
06/27/2008 0:00,590000
06/29/2008 0:00,522500
06/30/2008 0:00,480000
06/30/2008 0:00,1165000
07/01/2008 0:00,670000
07/04/2008 0:00,375000
07/07/2008 0:00,392500
07/07/2008 0:00,445000
07/08/2008 0:00,383000
07/10/2008 0:00,418000
07/10/2008 0:00,860000
07/11/2008 0:00,418000
07/11/2008 0:00,442000
07/14/2008 0:00,360000
07/14/2008 0:00,495000
07/16/2008 0:00,468000
07/16/2008 0:00,605000
07/16/2008 0:00,1090000
07/17/2008 0:00,558000
07/18/2008 0:00,700000
07/18/2008 0:00,1300000
07/19/2008 0:00,320000
07/23/2008 0:00,415000
07/23/2008 0:00,480000
07/23/2008 0:00,553000
07/23/2008 0:00,885000
07/25/2008 0:00,370000
07/26/2008 0:00,564000
07/28/2008 0:00,365000
07/29/2008 0:00,927000
07/30/2008 0:00,360000
07/30/2008 0:00,390000
07/31/2008 0:00,440000
08/01/2008 0:00,430000
08/01/2008 0:00,595000
08/04/2008 0:00,365000
08/04/2008 0:00,585000
08/04/2008 0:00,602500
08/05/2008 0:00,359000
08/05/2008 0:00,475000
08/06/2008 0:00,315000
08/06/2008 0:00,320000
08/06/2008 0:00,325000
08/06/2008 0:00,341000
08/06/2008 0:00,540000
08/07/2008 0:00,395000
08/09/2008 0:00,370000
08/09/2008 0:00,620000
08/09/2008 0:00,631000
08/11/2008 0:00,405000
08/12/2008 0:00,548000
08/13/2008 0:00,405000
08/13/2008 0:00,420000
08/13/2008 0:00,531500
08/14/2008 0:00,350000
08/15/2008 0:00,365000
08/15/2008 0:00,375000
08/15/2008 0:00,402000
08/15/2008 0:00,420000
08/15/2008 0:00,550000
08/15/2008 0:00,585000
08/18/2008 0:00,279500
08/19/2008 0:00,330000
08/19/2008 0:00,360000
08/19/2008 0:00,370000
08/20/2008 0:00,405000
08/21/2008 0:00,395000
08/21/2008 0:00,490000
08/21/2008 0:00,530000
08/21/2008 0:00,680000
08/22/2008 0:00,495000
08/22/2008 0:00,805000
08/23/2008 0:00,630000
08/25/2008 0:00,400000
08/27/2008 0:00,345000
08/27/2008 0:00,440000
08/27/2008 0:00,510000
08/28/2008 0:00,310000
08/29/2008 0:00,370000
08/29/2008 0:00,465000
08/30/2008 0:00,342000
09/01/2008 0:00,380000
09/02/2008 0:00,345000
09/02/2008 0:00,370000
09/02/2008 0:00,495000
09/02/2008 0:00,541000
09/02/2008 0:00,1380000
09/03/2008 0:00,372000
09/03/2008 0:00,415000
09/04/2008 0:00,335000
09/04/2008 0:00,1150000
09/05/2008 0:00,387000
09/05/2008 0:00,395000
09/05/2008 0:00,400000
09/05/2008 0:00,426000
09/05/2008 0:00,552000
09/08/2008 0:00,349000
09/08/2008 0:00,360500
09/08/2008 0:00,740000
09/10/2008 0:00,371600
09/11/2008 0:00,380000
09/11/2008 0:00,450000
09/12/2008 0:00,427000
09/13/2008 0:00,477000
09/13/2008 0:00,479000
09/15/2008 0:00,321000
09/15/2008 0:00,405000
09/16/2008 0:00,357000
09/16/2008 0:00,360000
09/16/2008 0:00,365000
09/16/2008 0:00,585000
09/17/2008 0:00,343000
09/17/2008 0:00,410000
09/17/2008 0:00,420000
09/17/2008 0:00,420000
09/17/2008 0:00,720000
09/17/2008 0:00,720000
09/18/2008 0:00,320000
09/18/2008 0:00,474000
09/18/2008 0:00,860000
09/19/2008 0:00,460000
09/19/2008 0:00,592000
09/19/2008 0:00,695000
09/20/2008 0:00,346000
09/22/2008 0:00,349950
09/22/2008 0:00,355000
09/22/2008 0:00,362000
09/22/2008 0:00,373000
09/22/2008 0:00,399000
09/22/2008 0:00,422250
09/22/2008 0:00,445000
09/22/2008 0:00,475000
09/22/2008 0:00,485000
09/22/2008 0:00,560500
09/22/2008 0:00,590000
09/22/2008 0:00,595000
09/22/2008 0:00,650000
09/22/2008 0:00,660000
09/22/2008 0:00,675000
09/22/2008 0:00,685000
09/22/2008 0:00,690000
09/22/2008 0:00,975000
09/23/2008 0:00,372000
09/24/2008 0:00,437000
09/25/2008 0:00,411000
09/25/2008 0:00,450000
09/25/2008 0:00,525000
09/26/2008 0:00,312000
09/26/2008 0:00,510000
09/26/2008 0:00,707500
09/26/2008 0:00,755000
09/29/2008 0:00,380000
09/29/2008 0:00,389000
09/29/2008 0:00,415000
09/29/2008 0:00,557000
09/29/2008 0:00,585000
09/29/2008 0:00,595000
09/29/2008 0:00,875000
09/30/2008 0:00,367500
09/30/2008 0:00,372000
09/30/2008 0:00,549000
09/30/2008 0:00,575000
09/30/2008 0:00,594000
09/30/2008 0:00,662500
10/01/2008 0:00,455000
10/02/2008 0:00,390000
10/03/2008 0:00,332000
10/03/2008 0:00,380000
10/03/2008 0:00,405000
10/03/2008 0:00,460000
10/07/2008 0:00,355000
10/07/2008 0:00,473000
10/07/2008 0:00,560000
10/08/2008 0:00,347000
10/08/2008 0:00,359950
10/08/2008 0:00,1030000
10/09/2008 0:00,338500
10/10/2008 0:00,378000
10/10/2008 0:00,400000
10/10/2008 0:00,453000
10/10/2008 0:00,476600
10/10/2008 0:00,677500
10/10/2008 0:00,749950
10/12/2008 0:00,390000
10/13/2008 0:00,435000
10/13/2008 0:00,507500
10/14/2008 0:00,350000
10/14/2008 0:00,399000
10/14/2008 0:00,420000
10/14/2008 0:00,450000
10/14/2008 0:00,525000
10/14/2008 0:00,595000
10/14/2008 0:00,910000
10/15/2008 0:00,395000
10/15/2008 0:00,552500
10/16/2008 0:00,375000
10/16/2008 0:00,440000
10/17/2008 0:00,352000
10/17/2008 0:00,495000
10/17/2008 0:00,530000
10/17/2008 0:00,690000
10/18/2008 0:00,342000
10/18/2008 0:00,420000
10/18/2008 0:00,575000
10/18/2008 0:00,612000
10/20/2008 0:00,349000
10/20/2008 0:00,350000
10/20/2008 0:00,480000
10/21/2008 0:00,342000
10/21/2008 0:00,372500
10/21/2008 0:00,375000
10/21/2008 0:00,408000
10/21/2008 0:00,515000
10/22/2008 0:00,370000
10/22/2008 0:00,657500
10/23/2008 0:00,340000
10/23/2008 0:00,369000
10/23/2008 0:00,419950
10/23/2008 0:00,455000
10/23/2008 0:00,495000
10/23/2008 0:00,765000
10/24/2008 0:00,361000
10/24/2008 0:00,425000
10/24/2008 0:00,498600
10/24/2008 0:00,570000
10/27/2008 0:00,330250
10/27/2008 0:00,337000
10/27/2008 0:00,360000
10/27/2008 0:00,440000
10/27/2008 0:00,475000
10/27/2008 0:00,510000
10/27/2008 0:00,1120000
10/28/2008 0:00,340000
10/28/2008 0:00,676000
10/29/2008 0:00,420000
10/30/2008 0:00,585000
10/30/2008 0:00,720000
10/31/2008 0:00,372000
10/31/2008 0:00,395000
10/31/2008 0:00,544000
10/31/2008 0:00,581650
10/31/2008 0:00,800000
11/03/2008 0:00,330000
11/03/2008 0:00,330000
11/03/2008 0:00,350000
11/03/2008 0:00,360000
11/03/2008 0:00,424000
11/03/2008 0:00,583000
11/05/2008 0:00,359950
11/05/2008 0:00,425000
11/05/2008 0:00,475000
11/05/2008 0:00,477500
11/05/2008 0:00,1425000
11/06/2008 0:00,345000
11/06/2008 0:00,485000
11/06/2008 0:00,557500
11/07/2008 0:00,360000
11/07/2008 0:00,395000
11/07/2008 0:00,415000
11/07/2008 0:00,435000
11/07/2008 0:00,522000
11/07/2008 0:00,757500
11/10/2008 0:00,357000
11/10/2008 0:00,542000
11/10/2008 0:00,567000
11/10/2008 0:00,623700
11/10/2008 0:00,702500
11/11/2008 0:00,324000
11/11/2008 0:00,351000
11/11/2008 0:00,449000
11/11/2008 0:00,515000
11/12/2008 0:00,342500
11/12/2008 0:00,400000
11/12/2008 0:00,462000
11/13/2008 0:00,375000
11/14/2008 0:00,385000
11/15/2008 0:00,380000
11/15/2008 0:00,418000
11/15/2008 0:00,530000
11/17/2008 0:00,350000
11/17/2008 0:00,370000
11/17/2008 0:00,379000
11/17/2008 0:00,385000
11/17/2008 0:00,438000
11/17/2008 0:00,460000
11/17/2008 0:00,635000
11/17/2008 0:00,830000
11/17/2008 0:00,950000
11/18/2008 0:00,455000
11/18/2008 0:00,540000
11/18/2008 0:00,635000
11/18/2008 0:00,950000
11/19/2008 0:00,348000
11/19/2008 0:00,460000
11/19/2008 0:00,497000
11/19/2008 0:00,515000
11/20/2008 0:00,450000
11/20/2008 0:00,475000
11/20/2008 0:00,665000
11/21/2008 0:00,350000
11/21/2008 0:00,392500
11/21/2008 0:00,450000
11/21/2008 0:00,454000
11/21/2008 0:00,475000
11/21/2008 0:00,500000
11/21/2008 0:00,730000
11/22/2008 0:00,510000
11/22/2008 0:00,640000
11/22/2008 0:00,805000
11/24/2008 0:00,387000
11/24/2008 0:00,389950
11/24/2008 0:00,393000
11/24/2008 0:00,395000
11/24/2008 0:00,468500
11/24/2008 0:00,480000
11/24/2008 0:00,485000
11/24/2008 0:00,485000
11/24/2008 0:00,500000
11/24/2008 0:00,547500
11/24/2008 0:00,565000
11/24/2008 0:00,630000
11/25/2008 0:00,490000
11/25/2008 0:00,540000
11/25/2008 0:00,630000
11/25/2008 0:00,735000
11/26/2008 0:00,326000
11/26/2008 0:00,375000
11/26/2008 0:00,453000
11/26/2008 0:00,462500
11/26/2008 0:00,580000
11/27/2008 0:00,327500
11/27/2008 0:00,390000
11/28/2008 0:00,322500
11/28/2008 0:00,335000
11/28/2008 0:00,337500
11/28/2008 0:00,345000
11/28/2008 0:00,345000
11/28/2008 0:00,351000
11/28/2008 0:00,470000
11/28/2008 0:00,540000
11/28/2008 0:00,544000
11/28/2008 0:00,1095000
11/28/2008 0:00,1250000
11/29/2008 0:00,375000
11/29/2008 0:00,395000
12/01/2008 0:00,327500
12/01/2008 0:00,400000
12/01/2008 0:00,450000
12/01/2008 0:00,507500
12/01/2008 0:00,940000
12/01/2008 0:00,1050000
12/02/2008 0:00,320000
12/02/2008 0:00,349750
12/02/2008 0:00,360000
12/02/2008 0:00,410000
12/02/2008 0:00,422500
12/02/2008 0:00,464000
12/02/2008 0:00,529000
12/02/2008 0:00,557500
12/03/2008 0:00,301000
12/03/2008 0:00,320000
12/03/2008 0:00,371000
12/03/2008 0:00,374950
12/03/2008 0:00,385150
12/03/2008 0:00,399950
12/03/2008 0:00,490000
12/03/2008 0:00,512500
12/03/2008 0:00,575000
12/04/2008 0:00,340000
12/04/2008 0:00,360000
12/04/2008 0:00,420000
12/04/2008 0:00,463000
12/04/2008 0:00,470000
12/04/2008 0:00,570000
12/04/2008 0:00,680000
12/05/2008 0:00,299000
12/05/2008 0:00,309000
12/05/2008 0:00,333000
12/05/2008 0:00,430000
12/05/2008 0:00,445000
12/05/2008 0:00,455000
12/05/2008 0:00,493000
12/05/2008 0:00,505000
12/05/2008 0:00,650000
12/06/2008 0:00,378250
12/06/2008 0:00,595000
12/06/2008 0:00,600000
12/06/2008 0:00,672000
12/08/2008 0:00,314000
12/08/2008 0:00,350000
12/08/2008 0:00,355000
12/08/2008 0:00,365000
12/08/2008 0:00,431000
12/08/2008 0:00,470000
12/08/2008 0:00,525000
12/08/2008 0:00,610000
12/08/2008 0:00,855000
12/09/2008 0:00,490000
12/09/2008 0:00,540000
12/09/2008 0:00,695000
12/10/2008 0:00,335000
12/10/2008 0:00,340000
12/10/2008 0:00,385000
12/10/2008 0:00,392000
12/10/2008 0:00,420000
12/10/2008 0:00,435000
12/10/2008 0:00,435000
12/10/2008 0:00,440000
12/10/2008 0:00,480000
12/10/2008 0:00,600000
12/11/2008 0:00,520000
12/12/2008 0:00,351000
12/12/2008 0:00,355000
12/12/2008 0:00,455000
12/12/2008 0:00,470000
12/12/2008 0:00,525000
12/12/2008 0:00,665000
12/12/2008 0:00,805000
12/13/2008 0:00,775000
12/15/2008 0:00,360000
12/15/2008 0:00,373500
12/15/2008 0:00,398000
12/15/2008 0:00,405000
12/15/2008 0:00,472000
12/15/2008 0:00,505000
12/15/2008 0:00,530000
12/15/2008 0:00,625000
12/16/2008 0:00,362500
12/16/2008 0:00,413000
12/16/2008 0:00,420000
12/16/2008 0:00,520000
12/16/2008 0:00,585000
12/17/2008 0:00,378500
12/17/2008 0:00,600000
12/17/2008 0:00,720000
12/18/2008 0:00,416500
12/18/2008 0:00,420000
12/18/2008 0:00,431600
12/19/2008 0:00,339950
12/19/2008 0:00,350000
12/19/2008 0:00,380000
12/19/2008 0:00,428250
12/19/2008 0:00,439000
12/19/2008 0:00,472000
12/19/2008 0:00,499000
12/19/2008 0:00,527000
12/19/2008 0:00,550000
12/19/2008 0:00,716000
12/19/2008 0:00,900000
12/20/2008 0:00,495000
12/20/2008 0:00,540000
12/20/2008 0:00,1375000
12/20/2008 0:00,3500000
12/22/2008 0:00,379000
12/22/2008 0:00,390000
12/22/2008 0:00,399500
12/22/2008 0:00,456000
12/22/2008 0:00,490000
12/22/2008 0:00,585000
12/22/2008 0:00,630000
12/22/2008 0:00,855000
12/23/2008 0:00,355000
12/23/2008 0:00,361500
12/23/2008 0:00,381000
12/23/2008 0:00,390000
12/23/2008 0:00,395000
12/23/2008 0:00,444000
12/23/2008 0:00,450000
12/23/2008 0:00,452000
12/23/2008 0:00,480000
12/23/2008 0:00,500000
12/23/2008 0:00,571000
12/24/2008 0:00,310000
12/24/2008 0:00,369950
12/24/2008 0:00,385000
12/24/2008 0:00,394000
12/24/2008 0:00,400000
12/24/2008 0:00,400000
12/24/2008 0:00,400000
12/24/2008 0:00,400000
12/24/2008 0:00,499000
12/24/2008 0:00,1057500
01/06/2009 0:00,342500
01/06/2009 0:00,450000
01/07/2009 0:00,420000
01/08/2009 0:00,394000
01/08/2009 0:00,410000
01/08/2009 0:00,411500
01/08/2009 0:00,560000
01/09/2009 0:00,383000
01/09/2009 0:00,385000
01/09/2009 0:00,420000
01/10/2009 0:00,585000
01/10/2009 0:00,590000
01/12/2009 0:00,340500
01/12/2009 0:00,410000
01/12/2009 0:00,418000
01/12/2009 0:00,470000
01/12/2009 0:00,609950
01/12/2009 0:00,630000
01/12/2009 0:00,750000
01/13/2009 0:00,420000
01/13/2009 0:00,515000
01/13/2009 0:00,637000
01/14/2009 0:00,315000
01/14/2009 0:00,400000
01/14/2009 0:00,439000
01/15/2009 0:00,330000
01/15/2009 0:00,350000
01/15/2009 0:00,440000
01/15/2009 0:00,462500
01/15/2009 0:00,465000
01/15/2009 0:00,589000
01/15/2009 0:00,640000
01/16/2009 0:00,319950
01/16/2009 0:00,456000
01/16/2009 0:00,585000
01/19/2009 0:00,400000
01/19/2009 0:00,615000
01/19/2009 0:00,688889
01/20/2009 0:00,392000
01/20/2009 0:00,425000
01/20/2009 0:00,465000
01/20/2009 0:00,500000
01/20/2009 0:00,1150000
01/21/2009 0:00,570000
01/22/2009 0:00,308000
01/22/2009 0:00,512000
01/22/2009 0:00,575000
01/23/2009 0:00,315000
01/23/2009 0:00,317500
01/23/2009 0:00,335000
01/23/2009 0:00,360000
01/23/2009 0:00,380000
01/23/2009 0:00,394000
01/23/2009 0:00,570000
01/23/2009 0:00,890000
01/27/2009 0:00,327000
01/27/2009 0:00,350500
01/27/2009 0:00,475000
01/27/2009 0:00,750000
01/27/2009 0:00,2100000
01/28/2009 0:00,325000
01/28/2009 0:00,365000
01/28/2009 0:00,441000
01/28/2009 0:00,450000
01/28/2009 0:00,620000
01/29/2009 0:00,341000
01/29/2009 0:00,395000
01/29/2009 0:00,550000
01/29/2009 0:00,612000
01/30/2009 0:00,450000
01/30/2009 0:00,467500
01/30/2009 0:00,476000
01/30/2009 0:00,525000
01/30/2009 0:00,601000
01/31/2009 0:00,440000
01/31/2009 0:00,495000
02/02/2009 0:00,500000
02/02/2009 0:00,622500
02/03/2009 0:00,335000
02/03/2009 0:00,339000
02/03/2009 0:00,362000
02/03/2009 0:00,390000
02/03/2009 0:00,412000
02/03/2009 0:00,420000
02/03/2009 0:00,485000
02/03/2009 0:00,605000
02/04/2009 0:00,370000
02/04/2009 0:00,440000
02/04/2009 0:00,530000
02/05/2009 0:00,340000
02/05/2009 0:00,435000
02/05/2009 0:00,438000
02/05/2009 0:00,495000
02/05/2009 0:00,620000
02/06/2009 0:00,339000
02/06/2009 0:00,500000
02/06/2009 0:00,510000
02/06/2009 0:00,535000
02/07/2009 0:00,512000
02/09/2009 0:00,395000
02/09/2009 0:00,520000
02/09/2009 0:00,545000
02/09/2009 0:00,715000
02/10/2009 0:00,335000
02/10/2009 0:00,400000
02/10/2009 0:00,468000
02/10/2009 0:00,510000
02/11/2009 0:00,100000
02/11/2009 0:00,380000
02/11/2009 0:00,385000
02/11/2009 0:00,407000
02/11/2009 0:00,410000
02/11/2009 0:00,480000
02/11/2009 0:00,535000
02/11/2009 0:00,670000
02/12/2009 0:00,347500
02/12/2009 0:00,380000
02/12/2009 0:00,400000
02/12/2009 0:00,405000
02/12/2009 0:00,408000
02/12/2009 0:00,485000
02/13/2009 0:00,362000
02/13/2009 0:00,435000
02/13/2009 0:00,450000
02/13/2009 0:00,880000
02/14/2009 0:00,456000
02/16/2009 0:00,355000
02/16/2009 0:00,426500
02/16/2009 0:00,490000
02/16/2009 0:00,602000
02/17/2009 0:00,355000
02/17/2009 0:00,380000
02/17/2009 0:00,410000
02/17/2009 0:00,449000
02/17/2009 0:00,486000
02/17/2009 0:00,490000
02/17/2009 0:00,490000
02/17/2009 0:00,560000
02/18/2009 0:00,513000
02/18/2009 0:00,522000
02/19/2009 0:00,370000
02/19/2009 0:00,405000
02/19/2009 0:00,539000
02/19/2009 0:00,560000
02/19/2009 0:00,627500
02/20/2009 0:00,405000
02/20/2009 0:00,410000
02/20/2009 0:00,671000
02/21/2009 0:00,690000
02/23/2009 0:00,362000
02/23/2009 0:00,379950
02/23/2009 0:00,391000
02/23/2009 0:00,480000
02/23/2009 0:00,495000
02/23/2009 0:00,630000
02/24/2009 0:00,360000
02/24/2009 0:00,477000
02/24/2009 0:00,750000
02/25/2009 0:00,1580000
02/26/2009 0:00,390000
02/26/2009 0:00,401500
02/26/2009 0:00,440000
02/26/2009 0:00,490000
02/26/2009 0:00,580000
02/26/2009 0:00,720000
02/27/2009 0:00,476000
02/28/2009 0:00,400000
03/02/2009 0:00,460000
03/02/2009 0:00,485000
03/02/2009 0:00,505000
03/02/2009 0:00,780000
03/03/2009 0:00,283000
03/03/2009 0:00,325000
03/03/2009 0:00,360000
03/03/2009 0:00,389000
03/03/2009 0:00,395000
03/03/2009 0:00,805000
03/04/2009 0:00,347500
03/04/2009 0:00,390000
03/04/2009 0:00,390000
03/04/2009 0:00,423500
03/04/2009 0:00,430000
03/04/2009 0:00,465000
03/04/2009 0:00,484500
03/05/2009 0:00,399000
03/05/2009 0:00,501500
03/05/2009 0:00,550000
03/06/2009 0:00,309950
03/06/2009 0:00,351126
03/06/2009 0:00,425000
03/06/2009 0:00,435000
03/06/2009 0:00,447500
03/06/2009 0:00,468000
03/06/2009 0:00,560000
03/06/2009 0:00,560000
03/06/2009 0:00,608000
03/06/2009 0:00,615000
03/06/2009 0:00,620000
03/07/2009 0:00,417000
03/07/2009 0:00,454000
03/10/2009 0:00,398000
03/10/2009 0:00,435000
03/10/2009 0:00,455000
03/10/2009 0:00,475000
03/10/2009 0:00,475000
03/10/2009 0:00,478000
03/10/2009 0:00,490000
03/10/2009 0:00,647000
03/10/2009 0:00,675000
03/11/2009 0:00,308000
03/11/2009 0:00,365000
03/11/2009 0:00,376000
03/11/2009 0:00,398000
03/11/2009 0:00,550000
03/11/2009 0:00,759000
03/11/2009 0:00,759000
03/12/2009 0:00,359950
03/12/2009 0:00,375000
03/12/2009 0:00,380000
03/12/2009 0:00,440000
03/12/2009 0:00,445000
03/12/2009 0:00,480000
03/12/2009 0:00,517500
03/13/2009 0:00,295000
03/13/2009 0:00,335000
03/13/2009 0:00,353000
03/13/2009 0:00,453500
03/13/2009 0:00,715000
03/13/2009 0:00,858000
03/14/2009 0:00,500000
03/16/2009 0:00,392500
03/16/2009 0:00,397500
03/16/2009 0:00,690000
03/17/2009 0:00,352000
03/17/2009 0:00,390000
03/17/2009 0:00,420000
03/17/2009 0:00,437500
03/17/2009 0:00,461000
03/17/2009 0:00,511000
03/17/2009 0:00,515000
03/17/2009 0:00,580000
03/17/2009 0:00,1015000
03/18/2009 0:00,370000
03/18/2009 0:00,400000
03/18/2009 0:00,400100
03/18/2009 0:00,475000
03/18/2009 0:00,485000
03/18/2009 0:00,645000
03/18/2009 0:00,670000
03/19/2009 0:00,370000
03/19/2009 0:00,372000
03/19/2009 0:00,374000
03/19/2009 0:00,375000
03/19/2009 0:00,393000
03/19/2009 0:00,395000
03/19/2009 0:00,395000
03/19/2009 0:00,430000
03/19/2009 0:00,430000
03/19/2009 0:00,485000
03/20/2009 0:00,370000
03/20/2009 0:00,415000
03/20/2009 0:00,470000
03/20/2009 0:00,575000
03/20/2009 0:00,595000
03/20/2009 0:00,825000
03/22/2009 0:00,438000
03/23/2009 0:00,360000
03/23/2009 0:00,409588
03/23/2009 0:00,422000
03/23/2009 0:00,423000
03/23/2009 0:00,465000
03/23/2009 0:00,550000
03/23/2009 0:00,564500
03/23/2009 0:00,595000
03/24/2009 0:00,406000
